image,feature_idx
https://www.valentino.com/12/12428091js_tools_f2l.jpg,1513
https://www.valentino.com/15/15087073eu_tools_f2l.jpg,1524
https://www.valentino.com/11/11970161pq_tools_f2l.jpg,1535
https://www.valentino.com/16/16002219ji_tools_f2l.jpg,1546
https://www.valentino.com/15/15118498ij_tools_f2l.jpg,1558
https://www.valentino.com/13/13499710ng_tools_f2l.jpg,1569
https://www.valentino.com/47/47283603fo_tools_f2l.jpg,1580
https://www.valentino.com/13/13400983li_tools_f2l.jpg,1591
https://www.valentino.com/12/12521896jv_tools_f2l.jpg,1602
https://www.valentino.com/22/22006762oo_tools_f2l.jpg,1613
https://www.valentino.com/50/50249203ma_tools_f2l.jpg,1624
https://www.valentino.com/45/45381251jp_tools_f2l.jpg,1635
https://www.valentino.com/50/50245928hm_tools_f2l.jpg,1646
https://www.valentino.com/35/35461534eo_tools_f2l.jpg,1657
https://www.valentino.com/12/12551376bg_tools_f2l.jpg,1669
https://www.valentino.com/15/15118491bm_tools_f2l.jpg,1680
https://www.valentino.com/47/47274349hn_tools_f2l.jpg,1691
https://www.valentino.com/13/13491424pf_tools_f2l.jpg,1702
https://www.valentino.com/17/17011413vu_tools_f2l.jpg,1713
https://www.valentino.com/17/17044700qo_tools_f2l.jpg,1724
https://www.valentino.com/15/15087033os_tools_f2l.jpg,1735
https://www.valentino.com/50/50245938oq_tools_f2l.jpg,1746
https://www.valentino.com/45/45379107gb_tools_f2l.jpg,1757
https://www.valentino.com/41/41964100co_tools_f2l.jpg,1768
https://www.valentino.com/15/15087061us_tools_f2l.jpg,1780
https://www.valentino.com/45/45575144ig_tools_f2l.jpg,1791
https://www.valentino.com/12/12521961wu_tools_f2l.jpg,1802
https://www.valentino.com/22/22008688kt_tools_f2l.jpg,1813
https://www.valentino.com/22/22009267di_tools_f2l.jpg,1824
https://www.valentino.com/45/45411109rh_tools_f2l.jpg,1835
https://www.valentino.com/47/47283602td_tools_f2l.jpg,1846
https://www.valentino.com/11/11644918rq_tools_f2l.jpg,1857
https://www.valentino.com/47/47265499oo_tools_f2l.jpg,1868
https://www.valentino.com/46/46747336ji_tools_f2l.jpg,1879
https://www.valentino.com/12/12176899ec_tools_f2l.jpg,1891
https://www.valentino.com/17/17044605bb_tools_f2l.jpg,1902
https://www.valentino.com/17/17044621gn_tools_f2l.jpg,1913
https://www.valentino.com/41/41964091mu_tools_f2l.jpg,1924
https://www.valentino.com/15/15118521dt_tools_f2l.jpg,1935
https://www.valentino.com/13/13262507cx_tools_f2l.jpg,1946
https://www.valentino.com/50/50243311ei_tools_f2l.jpg,1957
https://www.valentino.com/46/46750063dg_tools_f2l.jpg,1968
https://www.valentino.com/46/46550617sb_tools_f2l.jpg,1979
https://www.valentino.com/50/50249185dp_tools_f2l.jpg,1990
https://www.valentino.com/17/17044658am_tools_f2l.jpg,2002
https://www.valentino.com/22/22007278ns_tools_f2l.jpg,2013
https://www.valentino.com/16/16029283sg_tools_f2l.jpg,2024
https://www.valentino.com/45/45350471st_tools_f2l.jpg,2035
https://www.valentino.com/12/12391320ur_tools_f2l.jpg,2046
https://www.valentino.com/35/35466186xe_tools_f2l.jpg,2057
https://www.valentino.com/17/17011425xg_tools_f2l.jpg,2068
https://www.valentino.com/45/45437485eb_tools_f2l.jpg,2079
https://www.valentino.com/17/17044613gb_tools_f2l.jpg,2090
https://www.valentino.com/12/12521992mh_tools_f2l.jpg,2101
https://www.valentino.com/11/11886102qs_tools_f2l.jpg,2113
https://www.valentino.com/11/11595029go_tools_f2l.jpg,2124
https://www.valentino.com/46/46750077rf_tools_f2l.jpg,2135
https://www.valentino.com/12/12574200qi_tools_f2l.jpg,2146
https://www.valentino.com/45/45448691ja_tools_f2l.jpg,2157
https://www.valentino.com/12/12521971ou_tools_f2l.jpg,2168
https://www.valentino.com/35/35455147sl_tools_f2l.jpg,2179
https://www.valentino.com/35/35466184ja_tools_f2l.jpg,2190
https://www.valentino.com/37/37956540fa_tools_f2l.jpg,2201
https://www.valentino.com/12/12317457cb_tools_f2l.jpg,2212
https://www.valentino.com/11/11785921pa_tools_f2l.jpg,2225
https://www.valentino.com/11/11665652kb_tools_f2l.jpg,2236
https://www.valentino.com/11/11151378wl_tools_f2l.jpg,2247
https://www.valentino.com/50/50252548oc_tools_f2l.jpg,2258
https://www.valentino.com/11/11683232rl_tools_f2l.jpg,2269
https://www.valentino.com/41/41963507iu_tools_f2l.jpg,2280
https://www.valentino.com/12/12574113df_tools_f2l.jpg,2291
https://www.valentino.com/49/49646916lw_tools_f2l.jpg,2302
https://www.valentino.com/17/17011416cg_tools_f2l.jpg,2313
https://www.valentino.com/13/13574968hx_tools_f2l.jpg,2324
https://www.valentino.com/12/12308906sr_tools_f2l.jpg,2336
https://www.valentino.com/22/22010561uh_tools_f2l.jpg,2347
https://www.valentino.com/49/49646958kt_tools_f2l.jpg,2358
https://www.valentino.com/12/12551375fe_tools_f2l.jpg,2369
https://www.valentino.com/11/11669119wg_tools_f2l.jpg,2380
https://www.valentino.com/16/16029348jb_tools_f2l.jpg,2391
https://www.valentino.com/17/17011440ma_tools_f2l.jpg,2402
https://www.valentino.com/22/22005008xt_tools_f2l.jpg,2413
https://www.valentino.com/35/35461535iw_tools_f2l.jpg,2424
https://www.valentino.com/13/13400894xo_tools_f2l.jpg,2435
https://www.valentino.com/45/45545494pf_tools_f2l.jpg,2447
https://www.valentino.com/46/46684209ah_tools_f2l.jpg,2458
https://www.valentino.com/35/35461536sv_tools_f2l.jpg,2469
https://www.valentino.com/22/22007312us_tools_f2l.jpg,2480
https://www.valentino.com/13/13528937ak_tools_f2l.jpg,2491
https://www.valentino.com/12/12521879tw_tools_f2l.jpg,2502
https://www.valentino.com/11/11970119ki_tools_f2l.jpg,2513
https://www.valentino.com/12/12521972sr_tools_f2l.jpg,2524
https://www.valentino.com/45/45350465wq_tools_f2l.jpg,2535
https://www.valentino.com/46/46721958mp_tools_f2l.jpg,2546
https://www.valentino.com/22/22009737wt_tools_f2l.jpg,2558
https://www.valentino.com/15/15044466cd_tools_f2l.jpg,2569
https://www.valentino.com/11/11970169qu_tools_f2l.jpg,2580
https://www.valentino.com/45/45562591ho_tools_f2l.jpg,2591
https://www.valentino.com/12/12391833vw_tools_f2l.jpg,2602
https://www.valentino.com/12/12176896gs_tools_f2l.jpg,2613
https://www.valentino.com/15/15118488bx_tools_f2l.jpg,2624
https://www.valentino.com/13/13528877ro_tools_f2l.jpg,2635
https://www.valentino.com/46/46565886es_tools_f2l.jpg,2646
https://www.valentino.com/49/49630475io_tools_f2l.jpg,2657
https://www.valentino.com/11/11262228iv_tools_f2l.jpg,2669
https://www.valentino.com/16/16002088nf_tools_f2l.jpg,2680
https://www.valentino.com/22/22009796qr_tools_f2l.jpg,2691
https://www.valentino.com/12/12551381sx_tools_f2l.jpg,2702
https://www.valentino.com/44/44776934dq_tools_f2l.jpg,2713
https://www.valentino.com/15/15087074wl_tools_f2l.jpg,2724
https://www.valentino.com/17/17011454tn_tools_f2l.jpg,2735
https://www.valentino.com/11/11911451wt_tools_f2l.jpg,2746
https://www.valentino.com/50/50236135bx_tools_f2l.jpg,2757
https://www.valentino.com/11/11970241wg_tools_f2l.jpg,2768
https://www.valentino.com/13/13574961td_tools_f2l.jpg,2780
https://www.valentino.com/35/35435654rq_tools_f2l.jpg,2791
https://www.valentino.com/22/22010384lw_tools_f2l.jpg,2802
https://www.valentino.com/50/50249193mv_tools_f2l.jpg,2813
https://www.valentino.com/50/50232252pu_tools_f2l.jpg,2824
https://www.valentino.com/22/22009765kd_tools_f2l.jpg,2835
https://www.valentino.com/49/49469063qt_tools_f2l.jpg,2846
https://www.valentino.com/47/47279623ma_tools_f2l.jpg,2857
https://www.valentino.com/12/12574185eq_tools_f2l.jpg,2868
https://www.valentino.com/47/47274343qw_tools_f2l.jpg,2879
https://www.valentino.com/12/12392097fm_tools_f2l.jpg,2891
https://www.valentino.com/12/12522019ip_tools_f2l.jpg,2902
https://www.valentino.com/47/47234114ff_tools_f2l.jpg,2913
https://www.valentino.com/46/46747335jq_tools_f2l.jpg,2924
https://www.valentino.com/45/45331458lm_tools_f2l.jpg,2935
https://www.valentino.com/12/12574076xi_tools_f2l.jpg,2946
https://www.valentino.com/14/14095488ri_tools_f2l.jpg,2957
https://www.valentino.com/50/50249196rq_tools_f2l.jpg,2968
https://www.valentino.com/46/46623063ww_tools_f2l.jpg,2979
https://www.valentino.com/22/22007186dq_tools_f2l.jpg,2990
https://www.valentino.com/11/11926186ti_tools_f2l.jpg,3002
https://www.valentino.com/50/50227538pl_tools_f2l.jpg,3013
https://www.valentino.com/11/11470536lg_tools_f2l.jpg,3024
https://www.valentino.com/45/45455635mk_tools_f2l.jpg,3035
https://www.valentino.com/17/17066871hs_tools_f2l.jpg,3046
https://www.valentino.com/17/17044702pw_tools_f2l.jpg,3057
https://www.valentino.com/50/50254103bu_tools_f2l.jpg,3068
https://www.valentino.com/49/49646926sg_tools_f2l.jpg,3079
https://www.valentino.com/49/49611433or_tools_f2l.jpg,3090
https://www.valentino.com/16/16015107ql_tools_f2l.jpg,3101
https://www.valentino.com/45/45406016xh_tools_f2l.jpg,3113
https://www.valentino.com/12/12551451fw_tools_f2l.jpg,3124
https://www.valentino.com/46/46750073to_tools_f2l.jpg,3135
https://www.valentino.com/45/45378874it_tools_f2l.jpg,3146
https://www.valentino.com/50/50222144cs_tools_f2l.jpg,3157
https://www.valentino.com/50/50254127fn_tools_f2l.jpg,3168
https://www.valentino.com/44/44955739kg_tools_f2l.jpg,3179
https://www.valentino.com/41/41984444tc_tools_f2l.jpg,3190
https://www.valentino.com/11/11970158ek_tools_f2l.jpg,3201
https://www.valentino.com/15/15118507qr_tools_f2l.jpg,3212
https://www.valentino.com/15/15064412ij_tools_f2l.jpg,3224
https://www.valentino.com/50/50254099rd_tools_f2l.jpg,3235
https://www.valentino.com/17/17011451dq_tools_f2l.jpg,3246
https://www.valentino.com/38/38974981hq_tools_f2l.jpg,3257
https://www.valentino.com/15/15087100oh_tools_f2l.jpg,3268
https://www.valentino.com/45/45422122eb_tools_f2l.jpg,3279
https://www.valentino.com/45/45420421bi_tools_f2l.jpg,3290
https://www.valentino.com/45/45358119ob_tools_f2l.jpg,3301
https://www.valentino.com/11/11594991cl_tools_f2l.jpg,3312
https://www.valentino.com/11/11970086vb_tools_f2l.jpg,3323
https://www.valentino.com/14/14095504ao_tools_f2l.jpg,3336
https://www.valentino.com/35/35466205cn_tools_f2l.jpg,3347
https://www.valentino.com/35/35461527bj_tools_f2l.jpg,3358
https://www.valentino.com/41/41851945qn_tools_f2l.jpg,3369
https://www.valentino.com/16/16002180qi_tools_f2l.jpg,3380
https://www.valentino.com/22/22008689mr_tools_f2l.jpg,3391
https://www.valentino.com/41/41963531ja_tools_f2l.jpg,3402
https://www.valentino.com/45/45474171dc_tools_f2l.jpg,3413
https://www.valentino.com/45/45517911re_tools_f2l.jpg,3424
https://www.valentino.com/45/45575127op_tools_f2l.jpg,3435
https://www.valentino.com/12/12483303ge_tools_f2l.jpg,3447
https://www.valentino.com/11/11971259jx_tools_f2l.jpg,3458
https://www.valentino.com/45/45575121cg_tools_f2l.jpg,3469
https://www.valentino.com/46/46727950wu_tools_f2l.jpg,3480
https://www.valentino.com/45/45525165se_tools_f2l.jpg,3491
https://www.valentino.com/45/45437572ge_tools_f2l.jpg,3502
https://www.valentino.com/22/22010383ad_tools_f2l.jpg,3513
https://www.valentino.com/41/41874951nm_tools_f2l.jpg,3524
https://www.valentino.com/11/11786161jl_tools_f2l.jpg,3535
https://www.valentino.com/45/45489309jt_tools_f2l.jpg,3546
https://www.valentino.com/12/12551421vr_tools_f2l.jpg,3558
https://www.valentino.com/11/11786128aq_tools_f2l.jpg,3569
https://www.valentino.com/22/22009789jm_tools_f2l.jpg,3580
https://www.valentino.com/12/12308904gk_tools_f2l.jpg,3591
https://www.valentino.com/11/11887566bs_tools_f2l.jpg,3602
https://www.valentino.com/50/50249206wu_tools_f2l.jpg,3613
https://www.valentino.com/50/50227072td_tools_f2l.jpg,3624
https://www.valentino.com/45/45330548ra_tools_f2l.jpg,3635
https://www.valentino.com/45/45525275xx_tools_f2l.jpg,3646
https://www.valentino.com/22/22010555cw_tools_f2l.jpg,3657
https://www.valentino.com/11/11970208pg_tools_f2l.jpg,3669
https://www.valentino.com/11/11854491wp_tools_f2l.jpg,3680
https://www.valentino.com/35/35466175bi_tools_f2l.jpg,3691
https://www.valentino.com/16/16029251wd_tools_f2l.jpg,3702
https://www.valentino.com/50/50222342ug_tools_f2l.jpg,3713
https://www.valentino.com/11/11911518eu_tools_f2l.jpg,3724
https://www.valentino.com/46/46659077hl_tools_f2l.jpg,3735
https://www.valentino.com/12/12391723ce_tools_f2l.jpg,3746
https://www.valentino.com/50/50249194fh_tools_f2l.jpg,3757
https://www.valentino.com/47/47268452hp_tools_f2l.jpg,3768
https://www.valentino.com/13/13371394lh_tools_f2l.jpg,3780
